DivClass,ButtonId,ButtonLabel,URL,URLThumbnailPicture,OnClickFunction,OnClickFunctionPlayListVideoListButtonId,OnClickFunctionVideoListFolderName,OnClickFunctionVideoListFileName,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3b,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3c,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3d,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3e,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3f,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3g,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3h,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3i,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3j,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3k
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-01,01. Steven Morningstar - Sommer Cooling,https://www.youtube.com/watch?v=zL_Mp973bTA,https://img.youtube.com/vi/zL_Mp973bTA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-01,Section-D1a5-VideoList-AB,01. ??????,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.,AB.01.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-02,02. Steven Morningstar - Still at Home,https://www.youtube.com/watch?v=KwZTIYpuQWc,https://img.youtube.com/vi/KwZTIYpuQWc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-02,Section-D1a5-VideoList-AB,02. ??????,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.,AB.02.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-03,03. Steven Morningstar - The Key Is Back,https://www.youtube.com/watch?v=2YvvyxXxNUo,https://img.youtube.com/vi/2YvvyxXxNUo/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-03,Section-D1a5-VideoList-AB,03. ??????,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.,AB.03.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-04,04. Steven Morningstar - Sunny day,https://www.youtube.com/watch?v=BWH6C7o9ARw,https://img.youtube.com/vi/BWH6C7o9ARw/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-04,Section-D1a5-VideoList-AB,04. ??????,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.,AB.04.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-05,05. Steven Morningstar - Move Slow Tonight,https://www.youtube.com/watch?v=pFcL4_scvJc,https://img.youtube.com/vi/pFcL4_scvJc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-05,Section-D1a5-VideoList-AB,05. ??????,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.,AB.05.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-06,06. Steven Morningstar - Stay Tonight,https://www.youtube.com/watch?v=LI5d1K2Ar5M,https://img.youtube.com/vi/LI5d1K2Ar5M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-06,Section-D1a5-VideoList-AB,06. ??????,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.,AB.06.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-07,07. Steven Morningstar - I Don’t Know Where You Are,https://www.youtube.com/watch?v=5_0iM6bR1Zg,https://img.youtube.com/vi/5_0iM6bR1Zg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-07,Section-D1a5-VideoList-AB,07. ??????,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.,AB.07.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-08,08. Steven Morningstar - Tonight The World Is Ours,https://www.youtube.com/watch?v=p39KrZAJHsA,https://img.youtube.com/vi/p39KrZAJHsA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-08,Section-D1a5-VideoList-AB,08. ??????,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.,AB.08.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-09,09. Steven Morningstar - Midnight Conversations,https://www.youtube.com/watch?v=7XSPZEwcydk,https://img.youtube.com/vi/7XSPZEwcydk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-09,Section-D1a5-VideoList-AB,09. ??????,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.,AB.09.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-10,10. Steven Morningstar - Life Felt Honest,https://www.youtube.com/watch?v=jVB8YftE41E,https://img.youtube.com/vi/jVB8YftE41E/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-10,Section-D1a5-VideoList-AB,10. ??????,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.,AB.10.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-11,11. Steven Morningstar - Sweet Silence,https://www.youtube.com/watch?v=9qeCj2yXm3M,https://img.youtube.com/vi/9qeCj2yXm3M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-11,Section-D1a5-VideoList-AB,11. ??????,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.,AB.11.
Section-D1a5-VideoList-AB,PlayListButton-AB-VideoListButton-12,12. Steven Morningstar - Lounge Story,https://www.youtube.com/watch?v=Pr9GAb3u-tE,https://img.youtube.com/vi/Pr9GAb3u-tE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AB-VideoListButton-12,Section-D1a5-VideoList-AB,12. ??????,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.,AB.12.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-01,01. Winta - First Move,https://www.youtube.com/watch?v=lZOlwm4xmJg,https://img.youtube.com/vi/lZOlwm4xmJg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-01,Section-D1a5-VideoList-AC,01. ??????,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.,AC.01.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-02,02. Winta - Say You Love Me,https://www.youtube.com/watch?v=2ja1bFlqF8U,https://img.youtube.com/vi/2ja1bFlqF8U/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-02,Section-D1a5-VideoList-AC,02. ??????,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.,AC.02.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-03,03. Winta - I Know A Place,https://www.youtube.com/watch?v=u9b3ug_OF_8,https://img.youtube.com/vi/u9b3ug_OF_8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-03,Section-D1a5-VideoList-AC,03. ??????,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.,AC.03.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-04,04. Winta - Side By Side,https://www.youtube.com/watch?v=2UbCkLGZKHE,https://img.youtube.com/vi/2UbCkLGZKHE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-04,Section-D1a5-VideoList-AC,04. ??????,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.,AC.04.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-05,05. Winta - I Still Believe In Love,https://www.youtube.com/watch?v=IWdJXqaxBXE,https://img.youtube.com/vi/IWdJXqaxBXE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-05,Section-D1a5-VideoList-AC,05. ??????,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.,AC.05.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-06,06. Liora Twani - True Love Is Enough,https://www.youtube.com/watch?v=Q9QKK6aXobE,https://img.youtube.com/vi/Q9QKK6aXobE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-06,Section-D1a5-VideoList-AC,06. ??????,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.,AC.06.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-07,07. Liora Twani - Between The Lines,https://www.youtube.com/watch?v=RdYAb53A5Nw,https://img.youtube.com/vi/RdYAb53A5Nw/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-07,Section-D1a5-VideoList-AC,07. ??????,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.,AC.07.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-08,08. Liora Twani - Steps Of Love,https://www.youtube.com/watch?v=VdaU-uXT-Fk,https://img.youtube.com/vi/VdaU-uXT-Fk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-08,Section-D1a5-VideoList-AC,08. ??????,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.,AC.08.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-09,09. Liora Twani - Sweet Surrender,https://www.youtube.com/watch?v=BoPSN1y1s0s,https://img.youtube.com/vi/BoPSN1y1s0s/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-09,Section-D1a5-VideoList-AC,09. ??????,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.,AC.09.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-10,10. Liora Twani - City Light,https://www.youtube.com/watch?v=RPL2CoRpRyc,https://img.youtube.com/vi/RPL2CoRpRyc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-10,Section-D1a5-VideoList-AC,10. ??????,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.,AC.10.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-11,11. Liora Twani - Silent Distance,https://www.youtube.com/watch?v=zWUmDA1XiCg,https://img.youtube.com/vi/zWUmDA1XiCg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-11,Section-D1a5-VideoList-AC,11. ??????,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.,AC.11.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-12,12. Liora Twani - I'll Find My Way,https://www.youtube.com/watch?v=I4BpVvg6iig,https://img.youtube.com/vi/I4BpVvg6iig/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-12,Section-D1a5-VideoList-AC,12. ??????,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.,AC.12.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-13,13. Liora Twani - Your Words,https://www.youtube.com/watch?v=CKTyidGzTtY,https://img.youtube.com/vi/CKTyidGzTtY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-13,Section-D1a5-VideoList-AC,13. ??????,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.,AC.13.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-14,14. Liora Twani - Give In To Your Sorrow,https://www.youtube.com/watch?v=_HuuIzhjpCk,https://img.youtube.com/vi/_HuuIzhjpCk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-14,Section-D1a5-VideoList-AC,14. ??????,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.,AC.14.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-15,15. Liora Twani - After The Dance,https://www.youtube.com/watch?v=yg6DCgXee9M,https://img.youtube.com/vi/yg6DCgXee9M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-15,Section-D1a5-VideoList-AC,15. ??????,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.,AC.15.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-16,16. Liora Twani - I'm In Love Again,https://www.youtube.com/watch?v=cxlELrPgEs4,https://img.youtube.com/vi/cxlELrPgEs4/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-16,Section-D1a5-VideoList-AC,16. ??????,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.,AC.16.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-17,17. Liora Twani - Tell Me Why,https://www.youtube.com/watch?v=TDbih8b7bcI,https://img.youtube.com/vi/TDbih8b7bcI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-17,Section-D1a5-VideoList-AC,17. ??????,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.,AC.17.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-18,18. Liora Twani - Don't Make Me Wait,https://www.youtube.com/watch?v=yUWgfZAD6zA,https://img.youtube.com/vi/yUWgfZAD6zA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-18,Section-D1a5-VideoList-AC,18. ??????,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.,AC.18.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-19,19. Liora Twani - Love's Serenade,https://www.youtube.com/watch?v=7rdJKVgrQx8,https://img.youtube.com/vi/7rdJKVgrQx8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-19,Section-D1a5-VideoList-AC,19. ??????,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.,AC.19.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-20,20. Winta & Liora Twani - Give Love One More Chance,https://www.youtube.com/watch?v=DnHtsjTfiP8,https://img.youtube.com/vi/DnHtsjTfiP8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-20,Section-D1a5-VideoList-AC,20. ??????,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.,AC.20.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-21,21. Winta & Liora Twani - Groovin',https://www.youtube.com/watch?v=BORGwSr-YPk,https://img.youtube.com/vi/BORGwSr-YPk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-21,Section-D1a5-VideoList-AC,21. ??????,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.,AC.21.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-22,22. Winta & Liora Twani - Time Slips Away,https://www.youtube.com/watch?v=y9uqaxg64J4,https://img.youtube.com/vi/y9uqaxg64J4/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-22,Section-D1a5-VideoList-AC,22. ??????,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.,AC.22.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-23,23. Winta & Liora Twani - I Can't Control It,https://www.youtube.com/watch?v=YhhsrDvW1xk,https://img.youtube.com/vi/YhhsrDvW1xk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-23,Section-D1a5-VideoList-AC,23. ??????,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.,AC.23.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-24,24. Winta & Liora Twani - Believe In Love,https://www.youtube.com/watch?v=eCIlS6tdIrU,https://img.youtube.com/vi/eCIlS6tdIrU/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-24,Section-D1a5-VideoList-AC,24. ??????,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.,AC.24.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-25,25. Winta & Liora Twani - Far From Here,https://www.youtube.com/watch?v=eBIZKJKeBZk,https://img.youtube.com/vi/eBIZKJKeBZk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-25,Section-D1a5-VideoList-AC,25. ??????,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.,AC.25.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-26,26. Winta & Liora Twani - Good Lovin' Ain't Easy,https://www.youtube.com/watch?v=qc2y-QrRvxg,https://img.youtube.com/vi/qc2y-QrRvxg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-26,Section-D1a5-VideoList-AC,26. ??????,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.,AC.26.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-27,27. Winta & Liora Twani - Please Don't Go Away,https://www.youtube.com/watch?v=NOGC29XjDqs,https://img.youtube.com/vi/NOGC29XjDqs/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-27,Section-D1a5-VideoList-AC,27. ??????,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.,AC.27.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-28,28. Winta & Liora Twani - I'm A Winner,https://www.youtube.com/watch?v=HIREh8yK8qM,https://img.youtube.com/vi/HIREh8yK8qM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-28,Section-D1a5-VideoList-AC,28. ??????,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.,AC.28.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-29,29. Winta & Liora Twani - I'm Born Again,https://www.youtube.com/watch?v=ic_6Cj2wowU,https://img.youtube.com/vi/ic_6Cj2wowU/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-29,Section-D1a5-VideoList-AC,29. ??????,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.,AC.29.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-30,30. Winta & Liora Twani - Unspoken Heat,https://www.youtube.com/watch?v=QFyTeOfjyjg,https://img.youtube.com/vi/QFyTeOfjyjg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-30,Section-D1a5-VideoList-AC,30. ??????,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.,AC.30.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-31,31. Winta & Liora Twani - Backup Plan,https://www.youtube.com/watch?v=95TcqN43E7U,https://img.youtube.com/vi/95TcqN43E7U/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-31,Section-D1a5-VideoList-AC,31. ??????,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.,AC.31.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-32,32. Winta & Liora Twani - Let's Work It Out,https://www.youtube.com/watch?v=ZQgYaiKO1RI,https://img.youtube.com/vi/ZQgYaiKO1RI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-32,Section-D1a5-VideoList-AC,32. ??????,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.,AC.32.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-33,33. Winta & Liora Twani - Let it Happen,https://www.youtube.com/watch?v=sMkz8ozv8zI,https://img.youtube.com/vi/sMkz8ozv8zI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-33,Section-D1a5-VideoList-AC,33. ??????,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.,AC.33.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-34,34. Winta & Liora Twani - Listen To Love,https://www.youtube.com/watch?v=HUwMXe9qORs,https://img.youtube.com/vi/HUwMXe9qORs/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-34,Section-D1a5-VideoList-AC,34. ??????,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.,AC.34.
Section-D1a5-VideoList-AC,PlayListButton-AC-VideoListButton-35,35. Winta & Liora Twani - Timeless In Your Arms,https://www.youtube.com/watch?v=VWa1qtpMhlU,https://img.youtube.com/vi/VWa1qtpMhlU/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AC-VideoListButton-35,Section-D1a5-VideoList-AC,35. ??????,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.,AC.35.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-01,01. Ralph Duvall - Wintertime Baby,https://www.youtube.com/watch?v=5WW2OKxn1A0,https://img.youtube.com/vi/5WW2OKxn1A0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-01,Section-D1a5-VideoList-AD,01. ??????,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.,AD.01.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-02,02. Ralph Duvall - Stay in the Groove,https://www.youtube.com/watch?v=ImAId4EPf5g,https://img.youtube.com/vi/ImAId4EPf5g/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-02,Section-D1a5-VideoList-AD,02. ??????,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.,AD.02.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-03,03. Ralph Duvall - With You,https://www.youtube.com/watch?v=aLD42yYqy7U,https://img.youtube.com/vi/aLD42yYqy7U/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-03,Section-D1a5-VideoList-AD,03. ??????,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.,AD.03.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-04,04. Ralph Duvall - All Night Love,https://www.youtube.com/watch?v=h-rf7CAAtdE,https://img.youtube.com/vi/h-rf7CAAtdE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-04,Section-D1a5-VideoList-AD,04. ??????,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.,AD.04.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-05,05. Ralph Duvall - Midnight Feelings,https://www.youtube.com/watch?v=ZleMoGPYu4M,https://img.youtube.com/vi/ZleMoGPYu4M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-05,Section-D1a5-VideoList-AD,05. ??????,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.,AD.05.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-06,06. Ralph Duvall - Your Touch,https://www.youtube.com/watch?v=gmRjS0vsZ5E,https://img.youtube.com/vi/gmRjS0vsZ5E/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-06,Section-D1a5-VideoList-AD,06. ??????,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.,AD.06.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-07,07. Ralph Duvall - In Your Eyes,https://www.youtube.com/watch?v=aDoq8juioJc,https://img.youtube.com/vi/aDoq8juioJc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-07,Section-D1a5-VideoList-AD,07. ??????,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.,AD.07.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-08,08. Ralph Duvall - Midnight Vibes,https://www.youtube.com/watch?v=5zhQZHnL_8g,https://img.youtube.com/vi/5zhQZHnL_8g/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-08,Section-D1a5-VideoList-AD,08. ??????,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.,AD.08.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-09,09. Justefunk Funk - Whisper My Name,https://www.youtube.com/watch?v=5XfymWu6lw0,https://img.youtube.com/vi/5XfymWu6lw0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-09,Section-D1a5-VideoList-AD,09. ??????,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.,AD.09.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-10,10. Justefunk Funk - Il Sentimento è Cambiato,https://www.youtube.com/watch?v=rPA7N6Bg56c,https://img.youtube.com/vi/rPA7N6Bg56c/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-10,Section-D1a5-VideoList-AD,10. ??????,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.,AD.10.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-11,11. Justefunk Funk - Hard Road to Your Heart,https://www.youtube.com/watch?v=oWVUeSAu3uA,https://img.youtube.com/vi/oWVUeSAu3uA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-11,Section-D1a5-VideoList-AD,11. ??????,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.,AD.11.
Section-D1a5-VideoList-AD,PlayListButton-AD-VideoListButton-12,12. Justefunk Funk - Sweet Girl,https://www.youtube.com/watch?v=ifnHAanGnVo,https://img.youtube.com/vi/ifnHAanGnVo/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AD-VideoListButton-12,Section-D1a5-VideoList-AD,12. ??????,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.,AD.12.
